Product List as of 07/12/2021,,,,,,
Product Code,Product Description,Product Group,Pack,Allocated,On Hand,Units
KIT KAT BLACK GLOSS -02,"KIT KAT BLACK GLOSS YL74000 
CHIP SIZE 22X145X6MM 
SHEET SIZE 300X296 11.26 SHEETS/M2 18SH/BOX = 1.6M2",KITKAT,,0.0000,345.3800,M2
KIT KAT BLACK MATT,KIT KAT BLACK SATIN YL73000 CHIP SIZE 22X145X6MM SHEET SIZE 300X296 11.26 SHEETS/M2 18SH/BOX = 1.6M2,KITKAT,,0.0000,4.2624,M2
KIT KAT BLACK MATT -01,KIT KAT BLACK SATIN YL73000 CHIP SIZE 22X145X6MM SHEET SIZE 300X296 11.26 SHEETS/M2 18SH/BOX = 1.6M2,KITKAT,,0.0000,0.0000,M2
KIT KAT BLACK MATT -02,"KIT KAT BLACK SATIN YL73000 
CHIP SIZE 22X145X6MM 
SHEET SIZE 300X296 11.26 SHEETS/M2 18SH/BOX = 1.6M2",KITKAT,,11.0000,320.5200,M2
KIT KAT FUSION,"KIT KAT FUSION TERRAZZO
CHIP SIZE 22X145X6MM 
SHEET SIZE 300X300 11.11 SHEETS/M2
0.99M2/BOX (11 SHEETS/BOX)
SH:14A10",KITKAT,,6.5000,211.4500,M2
KIT KAT WHITE GLOSS,KIT KAT WHITE GLOSS YL32000 CHIP SIZE 22X145X6MM SHEET SIZE 300X296 11.26 SHEETS/M2 18SH/BOX=1.6M2,KITKAT,,0.0000,1.1800,M2
KIT KAT WHITE GLOSS -01,KIT KAT WHITE GLOSS YL32000 CHIP SIZE 22X145X6MM SHEET SIZE 300X296 11.26 SHEETS/M2 18SH/BOX=1.6M2,KITKAT,,0.0000,0.1660,M2
KIT KAT WHITE GLOSS -02,KIT KAT WHITE GLOSS YL32000 CHIP SIZE 22X145X6MM SHEET SIZE 300X296 11.26 SHEETS/M2 18SH/BOX=1.6M2,KITKAT,,0.0000,12.2810,M2
KIT KAT WHITE GLOSS -03,KIT KAT WHITE GLOSS YL32000 CHIP SIZE 22X145X6MM SHEET SIZE 300X296 11.26 SHEETS/M2 18SH/BOX=1.6M2,KITKAT,,0.0000,345.3800,M2
KIT KAT WHITE GLOSS -04,KIT KAT WHITE GLOSS YL32000 CHIP SIZE 22X145X6MM SHEET SIZE 300X296 11.26 SHEETS/M2 18SH/BOX=1.6M2,KITKAT,,0.0000,0.0000,M2
KIT KAT WHITE GLOSS -05,"KIT KAT WHITE GLOSS YL32000 
CHIP SIZE 22X145X6MM 
SHEET SIZE 300X296 11.26 SHEETS/M2 18SH/BOX=1.6M2",KITKAT,,0.0000,168.8600,M2
KIT KAT WHITE SATIN,KIT KAT WHITE SATIN YL31000 CHIP SIZE 22X145X6MM SHEET SIZE 300X296 11.26 SHEETS/M2 18SH/BOX=1.6M2,KITKAT,,0.0000,0.9490,M2
KIT KAT WHITE SATIN -01,KIT KAT WHITE SATIN YL31000 CHIP SIZE 22X145X6MM SHEET SIZE 300X296 11.26 SHEETS/M2 18SH/BOX=1.6M2,KITKAT,,0.0000,0.2340,M2
KIT KAT WHITE SATIN -02,KIT KAT WHITE SATIN YL31000 CHIP SIZE 22X145X6MM SHEET SIZE 300X296 11.26 SHEETS/M2 18SH/BOX=1.6M2,KITKAT,,0.0000,1.0348,M2
KIT KAT WHITE SATIN -03,KIT KAT WHITE SATIN YL31000 CHIP SIZE 22X145X6MM SHEET SIZE 300X296 11.26 SHEETS/M2 18SH/BOX=1.6M2,KITKAT,,0.0000,0.3208,M2
KIT KAT WHITE SATIN -04,KIT KAT WHITE SATIN YL31000 CHIP SIZE 22X145X6MM SHEET SIZE 300X296 11.26 SHEETS/M2 18SH/BOX=1.6M2,KITKAT,,0.0000,1.6520,M2
KIT KAT WHITE SATIN -05,KIT KAT WHITE SATIN YL31000 CHIP SIZE 22X145X6MM SHEET SIZE 300X296 11.26 SHEETS/M2 18SH/BOX=1.6M2,KITKAT,,0.0000,0.5790,M2
KIT KAT WHITE SATIN -06,KIT KAT WHITE SATIN YL31000 CHIP SIZE 22X145X6MM SHEET SIZE 300X296 11.26 SHEETS/M2 18SH/BOX=1.6M2,KITKAT,,0.0000,1.6680,M2
KIT KAT WHITE SATIN -07,KIT KAT WHITE SATIN YL31000 CHIP SIZE 22X145X6MM SHEET SIZE 300X296 11.26 SHEETS/M2 18SH/BOX=1.6M2,KITKAT,,0.0000,0.0000,M2
KIT KAT WHITE SATIN -08,KIT KAT WHITE SATIN YL31000 CHIP SIZE 22X145X6MM SHEET SIZE 300X296 11.26 SHEETS/M2 18SH/BOX=1.6M2,KITKAT,,0.0000,0.0000,M2
KIT KAT WHITE SATIN -09,"KIT KAT WHITE SATIN YL31000 
CHIP SIZE 22X145X6MM 
SHEET SIZE 300X296 11.26 SHEETS/M2 18SH/BOX=1.6M2",KITKAT,,0.0000,0.4980,M2
KIT KAT WHITE SATIN -10,"KIT KAT WHITE SATIN YL31000
CHIP SIZE 22X145X6MM 
SHEET SIZE 300X296 11.26 SHEETS/M2 18SH/BOX=1.6M2",KITKAT,,10.0000,1.3388,M2
KIT KAT WHITE SATIN -11,"KIT KAT WHITE SATIN YL31000 CHIP SIZE 22X145X6MM SHEET SIZE 300X296 11.26 SHEETS/M2 18SH/BOX=1.6M2
BATCH:202107",KITKAT,,8.8600,10.7780,M2
KIT KAT WHITE SATIN -12,KIT KAT WHITE SATIN YL31000 CHIP SIZE 22X145X6MM SHEET SIZE 300X296 11.26 SHEETS/M2 18SH/BOX=1.6M2 BATCH:202110,KITKAT,,57.0000,209.7500,M2
LANTERN GLOSS WHITE,"LANTERN GLOSS WHITE YX001 
CHIP SIZE 41.6X75.2X6MM
SHEET SIZE 259.2X267.6
14.4 SHEETS/M2",LANTERN,,0.0000,53.8900,M2
LONG HEX 3D WHITE GLOSS,"LONG HEX 3D WHITE GLOSS
SHEET SIZE 312X285
11.24 SHEETS/M2
18 PCS (1.60M2) / BOX",3D,,0.0000,24.4800,M2
LONG HEX CARRARA HONED,"LONG HEX CARRARA HONED 
CHIP SIZE 50X150X7MM
SHEET SIZE 270X310
11.94 SHEETS/M2",HEXAGON,,6.5200,10.8930,M2
LONG HEX CARRARA HONED -01,"LONG HEX CARRARA HONED  CHIP SIZE 50X150X7MM SHEET SIZE 270X310 11.94 SHEETS/M2
10SHEETS(0.84M2)/BOX",HEXAGON,,0.0000,105.3330,M2
LONG HEX CARRARA HONED -02,LONG HEX CARRARA HONED CHIP SIZE 50X150X7MM SHEET SIZE 270X310 11.94 SHEETS/M2 10SHEETS(0.84M2)/BOX,HEXAGON,,0.0000,14.9800,M2
LONG HEX CARRARA HONED -03,LONG HEX CARRARA HONED CHIP SIZE 50X150X7MM SHEET SIZE 270X310 11.94 SHEETS/M2 10SHEETS(0.84M2)/BOX,HEXAGON,,0.0000,52.7300,M2
LONG HEX CARRARA HONED 10MMTHICK,LONG HEX CARRARA HONED CHIP SIZE 50X150X10MM SHEET SIZE 270X310 11.94 SHEETS/M2 5SH/BOX=0.42M2,HEXAGON,,0.0000,1.5760,M2
LONG HEX PINK HONED,"LONG HEX PINK HONED 
CHIP SIZE: 50X150X7MM
SHEET SIZE: 275X310X7MM
11.73SHEETS/M2",HEXAGON,,0.0000,56.7682,M2
LONG HEXAGON WHITE GLOSS,"LONG HEXAGON WHITE GLOSS CLJ5501 
CHIP SIZE 55X195X6.7MM
SHEET SIZE 292.5X324
10.55 SHEETS/M2",HEXAGON,,0.0000,70.9960,M2
LOTUS PINK 3D STACK HONED,"LOTUS PINK 3D STACK HONED SHEET SIZE 306X292X(8-12)MM
11.19SH/M2 8SH/BOX=0.715M2",3D,,0.0000,0.6280,M2
MINT 3D STACK HONED,"MINT 3D STACK HONED  SHEET SIZE 306X292X(8-12)MM
11.19 SHEETS/M2 8SH/BOX=0.71M2",3D,,0.0000,4.1080,M2
MINT 3D STACK HONED -01,"MINT 3D STACK HONED  SHEET SIZE 306X292X(8-12)MM 11.19 SHEETS/M2
8SH/BOX=0.71M2",3D,,0.0000,0.6686,M2
MINT 3D STACK HONED -02,MINT 3D STACK HONED SHEET SIZE 306X292X(8-12)MM 11.19 SHEETS/M2 8SH/BOX=0.71M2,3D,,0.0000,0.0000,M2
MINT PENNY HONED 23,"MINT PENNY ROUND HONED 
CHIP SIZE 23MM 
SHEET SIZE  305X287X10MM 11.42SHEET /M2 10SH/BOX=0.875M2",PENNY ROUND,,38.2950,49.2800,M2
MINT PENNY HONED 23 -01,MINT PENNY ROUND HONED CHIP SIZE 23MM SHEET SIZE: 305X287X7MM 11.42SHEET /M2 10SH/BOX=0.875M2,PENNY ROUND,,5.0000,10.5100,M2
MINT PENNY HONED 23 -02,MINT PENNY ROUND HONED CHIP SIZE 23MM SHEET SIZE: 305X287X7MM 11.42SHEET /M2 10SH/BOX=0.875M2,PENNY ROUND,,0.0000,110.2900,M2
MODERN CARRARA + THASSOS HONED,"MODERN CARRARA + THASSOS HONED 
SHEET SIZE 279x279x7MM
12.85 SHEETS/M2
10 SH/BOX",PARQUET,,0.0000,0.0000,M2
MODERN CARRARA + THASSOS HONED -01,MODERN CARRARA + THASSOS HONED SHEET SIZE 279x279x7MM 12.85 SHEETS/M2 10 SH/BOX,PARQUET,,0.0000,0.0000,M2
MODERN CARRARA + THASSOS HONED -02,"MODERN CARRARA + THASSOS HONED SHEET SIZE 279x279x7MM
12.85 SHEETS/M2 10 SH/BOX =0.778M2",PARQUET,,0.0000,36.0400,M2
MODERN CARRARA + THASSOS HONED -03,MODERN CARRARA + THASSOS HONED SHEET SIZE 279x279x7MM 12.85 SHEETS/M2 10 SH/BOX =0.778M2,PARQUET,,0.0000,49.0000,M2
NERO SQUARE + CARRARA BORDER HONED,"NERO SQUARE + CARRARA BORDER 
SHEET SIZE 305X305X10MM
10.75 SHEETS/M2",SQUARE,,0.0000,17.4160,M2
NERO SQUARE + CARRARA BORDER HONED -01,NERO SQUARE + CARRARA BORDER SHEET SIZE 305X305X10MM 10.75 SHEETS/M2 5SHEETS/BOX,SQUARE,,0.0000,49.8310,M2
NERO SQUARE + CARRARA BORDER HONED -02,NERO SQUARE + CARRARA BORDER SHEET SIZE 305X305X10MM 10.75 SHEETS/M2 5SHEETS/BOX,SQUARE,,0.0000,50.2300,M2
NEW LANTERN CARRARA HONED,"NEW LANTERN CARRARA HONED 
CHIP SIZE: 119X145X10MM
SHEET SIZE 240X320
13 SHEETS/M2
10PCS/BOX",LANTERN,,0.0000,19.3920,M2
NEW YORK SUBWAY HONED 305X75-1,"NEW YORK SUBWAY HONED 305X75X10MM
20PCS/BOX
14BOXES/CRETE",SUBWAY,,0.0000,0.0200,M2
NEW YORK SUBWAY HONED 305X75-2,NEW YORK SUBWAY HONED 305X75X10MM 20PCS/BOX=0.45m2,SUBWAY,,3.6600,131.8000,M2
NON STANDARD ITEM,NON STANDARD ITEM,,,,,M2
OCTAGON CARRARA,"CARRARA OCTAGON + BLACK DOT 
CHIP SIZE 48X48X7MM DOT SIZE 10MM 
SHEET SIZE 305X305X7MM",OCTAGON,,0.0000,5.2700,M2
OCTAGON CARRARA -01,CARRARA OCTAGON + BLACK DOT  CHIP SIZE 48X48X7MM DOT SIZE 10MM  SHEET SIZE 305X305X7MM,OCTAGON,,0.0000,1.3740,M2
OCTAGON CARRARA-2,CARRARA OCTAGON + BLACK DOT CHIP SIZE 48X48X7MM DOT SIZE 15MM SHEET SIZE 305X305X7MM 10.75SH/M2 10SHEETS/BOX=0.93M2,OCTAGON,,0.0000,0.0000,M2
OCTAGON CARRARA-3,"CARRARA OCTAGON + BLACK DOT 
CHIP SIZE 48X48X7MM DOT SIZE 15MM SHEET SIZE 305X305X7MM 10.75SH/M2 10SHEETS/BOX=0.93M2",OCTAGON,,0.0000,0.2000,M2
OCTAGON CARRARA-4,CARRARA OCTAGON + BLACK DOT CHIP SIZE 48X48X7MM DOT SIZE 15MM SHEET SIZE 305X305X7MM 10.75SH/M2 10SHEETS/BOX=0.93M2,OCTAGON,,0.0000,0.0000,M2
OLIVE SQUARE 48,OLIVE SQUARE 48 CHIP SIZE: 48X48 SHEET SIZE: 306X306,SQUARE,,0.0000,0.0000,M2
PARQUET CARRAR+THASSOS,"PARQUET CARRARA + THASSOS 
305X305X7MM
10.75 SHEETS/M2",PARQUET,,0.0000,0.2280,M2
PARQUET CARRAR+THASSOS-1,"PARQUET CARRARA + THASSOS 305X305X7MM 10.75 SHEETS/M2
10SHEETS/BOX",PARQUET,,0.0000,0.0000,M2
PARQUET CARRARA+ THASSOS-2,PARQUET CARRARA + THASSOS 305X305X7MM 10.75 SHEETS/M2,PARQUET,,0.0000,0.5874,M2
PARQUET CARRARA+ THASSOS-3,PARQUET CARRARA + THASSOS 305X305X7MM 10.75 SHEETS/M2,PARQUET,,0.0000,0.3500,M2
PARQUET CARRARA+ THASSOS-4,PARQUET CARRARA + THASSOS 305X305X7MM 10.75 SHEETS/M2,PARQUET,,36.0000,48.2030,M2
PARQUET CARRARA+ THASSOS-5,"PARQUET CARRARA + THASSOS 305X305X7MM
10.75 SHEETS/M2
10SHEETS(0.93M2)/BOX",PARQUET,,5.0234,110.1300,M2
PARQUET CARRARA+ THASSOS-6,PARQUET CARRARA + THASSOS 305X305X7MM 10.75 SHEETS/M2 10SHEETS(0.93M2)/BOX,PARQUET,,0.0000,32.8370,M2
PARQUET CARRARA+ THASSOS-7,PARQUET CARRARA + THASSOS 305X305X7MM 10.75 SHEETS/M2 10SH/BOX =0.93M2,PARQUET,,0.0000,0.0000,M2
PENNY CARRARA HONED 48,"PENNY ROUND CARRARA HONED
CHIP SIZE 48MM
SHEET SIZE 298X305X7MM
11 SHEETS/M2",PENNY ROUND,,0.0000,0.4400,M2
PENNY CARRARA HONED 48 -01,"PENNY ROUND CARRARA HONED
CHIP SIZE 48MM
SHEET SIZE 298X305X7MM
11 SHEETS/M2",PENNY ROUND,,0.0000,1.0000,M2
PENNY CARRARA HONED 48 -02,PENNY ROUND CARRARA HONED CHIP SIZE 48MM SHEET SIZE 298X305X7MM 11 SHEETS/M2,PENNY ROUND,,0.0000,8.0800,M2
PENNY CARRARA HONED 48 -03,"PENNY ROUND CARRARA HONED CHIP SIZE 48MM SHEET SIZE 298X305X7MM 11 SHEETS/M2
10SHEETS(0.91M2)/BOX",PENNY ROUND,,0.0000,57.3000,M2
PENNY COPPER,"PENNY COPPER 20MM 
SHEET SIZE 290X310X8MM
11 SHEETS/BOX
11.12/M2",PENNY ROUND,,4.0000,5.8405,M2
PENNY COPPER -01,PENNY COPPER 20MM SHEET SIZE 290X315X8MM 10.95 SH/M2 11 SH/BOX =1.0049M2,PENNY ROUND,,9.0000,35.3722,M2
PENNY COPPER -02,PENNY COPPER 20MM SHEET SIZE 290X315X8MM 10.95 SH/M2 11 SH/BOX =1.0049M2,PENNY ROUND,,0.0000,0.0000,M2
PENNY COPPER ATLANTIS,"ATLANTIS PENNY COPPER 20MM SHEET SIZE 290X315X8MM 11.12 SH/M2
11 SH/BOX =1.005M2",PENNY ROUND,,0.0000,0.0000,M2
PENNY COPPER ATLANTIS -01,"ATLANTIS PENNY COPPER 20MM 
SHEET SIZE 290X315X8MM 10.95SH/M2 
11 SHEETS/BOX =1.0049M2",PENNY ROUND,,0.0000,72.3500,M2
PENNY NORWEGIAN PINK HONED,"PENNY NORWEGIAN PINK HONED 
CHIP SIZE 23MM
SHEET SIZE 305X287X7MM
11.42 SHEETS/M2",PENNY ROUND,,0.0000,9.2001,M2
PENNY NORWEGIAN PINK HONED -01,PENNY NORWEGIAN PINK HONED CHIP SIZE 23MM SHEET SIZE 305X287X7MM 11.42 SHEETS/M2 10SHEETS/BOX,PENNY ROUND,,0.0000,55.1500,M2
PENNY VINTAGE PINK,"PENNY VINTAGE PINK 
BHL04078 ( 19EB099 )
CHIP SIZE 19MM         SHEET SIZE 315X294MM 
10.80 SHEETS/M2
20SH/BOX =1.8522 M2
BATCH:2007",PENNY ROUND,,9.0000,50.7808,M2
PENNY VINTAGE PINK -01,PENNY VINTAGE PINK BHL04078 ( 19EB099 ) CHIP SIZE 19MM SHEET SIZE 315X294MM 10.80 SHEETS/M2 20SH/BOX =1.8522 M2,PENNY ROUND,,0.0000,0.0000,M2
PENNY WHITE GLOSS 19MM,"PENNY WHITE GLOSS 19MM NK72000 
SHEET SIZE: 315X309MM 
CHIP SIZE 19MM 10.27 SHEETS/M2 20SH/BOX=1.947M2",PENNY ROUND,,0.0000,132.4760,M2
PENNY WHITE MATT 19MM,"PENNY WHITE MATT 19MM NK41000
SHEET SIZE: 315X309MM 
CHIP SIZE 19MM 
10.27 SHEETS/M2 20SH/BOX=1.947M2",PENNY ROUND,,2.0000,17.9490,M2
PENNY WHITE MATT 19MM -01,"PENNY WHITE MATT 19MM NK41000 
SHEET SIZE: 315X309MM 
CHIP SIZE 19MM 10.27 SHEETS/M2 20SH/BOX=1.947M2",PENNY ROUND,,30.0000,100.0500,M2
PIETRA GREY PENNY HONED 23MM,"PIETRA GREY PENNY HONED 23MM 
SHEET SIZE 305X287X10MM 
11.42 SHEETS/M2",PENNY ROUND,,0.0000,3.2873,M2
PIETRA GREY PENNY HONED 23MM -01,PIETRA GREY PENNY HONED 23MM SHEET SIZE 305X287X7MM 11.42 SHEETS/M2 10SH/BOX=0.875M2,PENNY ROUND,,0.0000,100.2025,M2
ROSEGOLD PENNY ROUND 19MM -01,ROSEGOLD PENNY ROUND MOSAIC 19MM SHEET SIZE :310X315MM 10.24 SHEETS =1M2 20SH/BOX =1.953M2,,,0.0000,289.5300,M2
ROSSO PENNY TUMBLED 23,"ROSSO PENNY ROUND TUMBLED 
CHIP SIZE 23MM
SHEET SIZE 305X287X7MM
11.42 SHEETS/M2
10PCS/BOX",PENNY ROUND,,0.0000,8.2800,M2
ROSSO PENNY TUMBLED 23 -01,ROSSO PENNY ROUND TUMBLED  CHIP SIZE 23MM SHEET SIZE 305X287X7MM 11.42 SHEETS/M2 10PCS/BOX,PENNY ROUND,,4.5000,6.0070,M2
ROSSO PENNY TUMBLED 23 -02,"ROSSO PENNY ROUND TUMBLED  CHIP SIZE 23MM SHEET SIZE 305X287X7MM
11.42 SHEETS/M2 10SHEETS/BOX",PENNY ROUND,,8.0000,43.1700,M2
ROSSO PENNY TUMBLED 23 -03,ROSSO PENNY ROUND TUMBLED  CHIP SIZE 23MM SHEET SIZE 305X287X7MM 11.42 SHEETS/M2 5PCS(0.44M2)/BOX,PENNY ROUND,,0.0000,94.5400,M2
ROSSO PENNY TUMBLED 23 -04,ROSSO PENNY ROUND TUMBLED CHIP SIZE 23MM SHEET SIZE 305X287X10MM 11.42 SHEETS/M2 5PCS(0.44M2)/BOX,PENNY ROUND,,0.0000,2.0250,M2
ROSSO PENNY TUMBLED 23 -05,ROSSO PENNY ROUND TUMBLED CHIP SIZE 23MM SHEET SIZE 305X287X10MM 11.42 SHEETS/M2 10PCS(0.875M2)/BOX,PENNY ROUND,,0.0000,47.2700,M2
SAMPLE BOX,SAMPLE BOX WHITE 660X250X68,,,0.0000,0.0000,
SPLIT CARRARA,"SPLIT EDGE CARRARA CHIP SIZE 25/35/55/70MM
SHEET SIZE 312X317X7MM
10.11 SHEETS/M2",SPLIT EDGES,,0.0000,3.4031,M2
SPLIT CARRARA -01,"SPLIT EDGE CARRARA CHIP SIZE 25/35/55/75MM
SHEET SIZE 312X317X7MM
10.11 SHEETS/M2",SPLIT EDGES,,4.9500,6.0110,M2
SPLIT CARRARA -02,SPLIT EDGE CARRARA HONED CHIP SIZE 25/35/55/75MM SHEET SIZE 312X317X7MM 10.11 SHEETS/M2 10SHEETS/BOX,SPLIT EDGES,,0.0000,37.2780,M2
SPLIT CARRARA -03,SPLIT EDGE CARRARA HONED CHIP SIZE 25/35/55/75MM SHEET SIZE 312X317X7MM 10.11 SHEETS/M2 10SHEETS/BOX,SPLIT EDGES,,0.0000,62.3100,M2
SPLIT FOREST,"SPLIT EDGE FOREST  HONED 
SHEET SIZE 310X305X7MM (5MM JOINTS) 
10.16SHEETS/M2",SPLIT EDGES,,0.0000,2.4555,M2
SPLIT FOREST -01,SPLIT EDGE FOREST HONED SHEET SIZE 312X317X7MM (5MM JOINTS) 10.11SHEETS/M2 10SH/BOX=0.989M2,SPLIT EDGES,,0.0000,0.0000,M2
SPLIT INTERLOCK JADE,"SPLIT INTERLOCK JADE
SHEET SIZE: 305X305X10MM",SPLIT EDGES,,0.0000,24.7500,M2
SPLIT NEW YORK,"SPLIT NEW YORK HONED
CHIP SIZE 25/35/55/70MM
SHEET SIZE 312X317X7MM
10.11 SHEETS/M2",SPLIT EDGES,,0.0000,31.3100,M2
SPLIT NEW YORK -01,"SPLIT NEW YORK HONED
 CHIP SIZE 25/35/55/75X7MM
SHEET SIZE 312X317X7MM
10.11 SHEETS/M2",SPLIT EDGES,,0.0000,62.3050,M2
STACK CARRARA HONED 15X150,"STACK CARRARA WHITE HONED
CHIP SIZE 15X150X7MM
SHEET SIZE 298X305
11 SHEETS/M2
10PCS/BOX",STACK,,0.0000,0.0000,M2
STACK CARRARA HONED 15X150 -01,"STACK CARRARA HONED 
CHIP SIZE 15X150X7MM
SHEET SIZE 298X305
11 SHEETS/M2
10PCS/BOX",STACK,,0.0000,0.0000,M2
STACK CARRARA HONED 15X150 -02,"STACK CARRARA HONED  CHIP SIZE 15X150X7MM SHEET SIZE 298X302
11.11 SHEETS/M2
10PCS/BOX",STACK,,14.4300,26.0170,M2
STACK CARRARA HONED 15X150 -03,"STACK CARRARA HONED CHIP SIZE 15X150X7MM SHEET SIZE 298X302 
11.11 SHEETS/M2 10PCS/BOX",STACK,,0.0000,56.3900,M2
STACK CARRARA HONED 15X150 -04,STACK CARRARA HONED CHIP SIZE 15X150X7MM SHEET SIZE 298X305 11SH/M2 10PCS/BOX=0.91M2,STACK,,0.0000,56.7000,M2
STACK CARRARA HONED 15X98,"STACK CARRARA HONED 
CHIP SIZE 15X98X7MM
SHEET SIZE 298X304X7MM
11.04 SHEETS/M2
10PCS/BOX",STACK,,0.0000,19.5320,M2
STACK CARRARA HONED 15X98 -01,"STACK CARRARA HONED 
CHIP SIZE 15X98X7MM
SHEET SIZE 298X304X7MM
11.04 SHEETS/M2
10PCS/BOX",STACK,,0.0000,4.5049,M2
STACK CARRARA HONED 15X98 -02,STACK CARRARA HONED CHIP SIZE 15X98X7MM SHEET SIZE 298X304X7MM 11.04 SHEETS/M2 10PCS/BOX,STACK,,3.0000,0.8230,M2
STACK CARRARA HONED 15X98 -03,"STACK CARRARA HONED 
CHIP SIZE 15X98X7MM SHEET SIZE 298X304X7MM 11.04 SHEETS/M2 10PCS/BOX",STACK,,0.0000,16.3000,M2
STACK CARRARA HONED 15X98 -04,STACK CARRARA HONED CHIP SIZE 15X98X7MM SHEET SIZE 298X304X7MM 11.04 SHEETS/M2 10PCS/BOX,STACK,,0.0000,60.8900,M2
STACK CARRARA HONED 15X98 -05,STACK CARRARA HONED CHIP SIZE 15X98X7MM SHEET SIZE 298X305X7MM 11SH/M2 10PCS/BOX=0.91M2,STACK,,0.0000,57.3000,M2
STACK MINT HONED 15X98,"STACK MINT HONED 
CHIP SIZE 15X98X7MM
SHEET SIZE 298X298
11.26SH/1M2 10SH/BOX",STACK,,4.5000,17.6549,M2
STACK MINT HONED 15X98 -01,"STACK MINT HONED 
CHIP SIZE 15X98X7MM SHEET SIZE 305X298 11SHEETS/M2 10SH/BOX=0.909M2",STACK,,18.0000,81.3400,M2
STAR MINT + THASSOS HONED,"STAR MINT + THASSOS HONED 
SHEET SIZE 305X305X7MM
10.75 SHEETS/M2
10PCS/BOX",STAR,,0.9300,18.0840,M2
STAR MINT + THASSOS HONED -01,STAR MINT + THASSOS HONED SHEET SIZE 305X305X7MM 10.75 SHEETS/M2 10SH/BOX,STAR,,0.0000,0.0000,M2
SUBWAY CALACATTA HONED 150X75,"SUBWAY CALACATTA HONED 
CHIP SIZE 150X75X10
40 PIECES/BOX
0.45M2/BOX",SUBWAY,,0.0000,34.2500,M2
SUBWAY CALACATTA HONED 150X75 -01,"SUBWAY CALACATTA HONED 
CHIP SIZE 150X75X10
40 PIECES/BOX
0.45M2/BOX",SUBWAY,,0.0000,64.5500,M2
SUBWAY CALACATTA HONED 150X75 -02,"SUBWAY CALACATTA HONED
CHIP SIZE 150X75X10
40 PIECES/BOX 0.45M2/BOX",SUBWAY,,0.0000,64.8000,M2
SUBWAY CALACATTA HONED 150X75 -03,SUBWAY CALACATTA HONED CHIP SIZE 150X75X10 88.89PCS/M2 40 PIECES/BOX =0.45M2,SUBWAY,,0.0000,64.8000,M2
SUBWAY CALACATTA HONED 150X75 -04,SUBWAY CALACATTA HONED CHIP SIZE 150X75X10 88.89PCS/M2 80 PIECES/BOX =0.90M2,SUBWAY,,0.0000,151.2000,M2
SUBWAY CALACATTA HONED 150X75 -05,SUBWAY CALACATTA HONED CHIP SIZE 150X75X10 80 PIECES/BOX 0.90M2/BOX,SUBWAY,,0.0000,151.2000,M2
SUBWAY CALACATTA HONED 150X75 -06,SUBWAY CALACATTA HONED CHIP SIZE 150X75X10 80 PIECES/BOX 0.90M2/BOX,SUBWAY,,0.0000,0.0000,M2
SUBWAY CALACATTA HONED 305X75,SUBWAY CALACATTA HONED 305X75x10mm 20PCS/BOX =0.46M2,SUBWAY,,0.0000,12.7400,M2
SUBWAY CALACATTA HONED 305X75 -01,SUBWAY CALACATTA HONED 305X75x10mm 20PCS/BOX =0.46M2,SUBWAY,,0.0000,1.8600,M2
SUBWAY CALACATTA HONED 305X75 -02,SUBWAY CALACATTA HONED 305X75x10mm 20PCS/BOX =0.46M2,SUBWAY,,57.0000,98.8000,M2
SUBWAY CALACATTA HONED 305X75 -03,SUBWAY CALACATTA HONED 305X75x10mm 20PCS/BOX =0.46M2,SUBWAY,,0.0000,16.7000,M2
SUBWAY CALACATTA HONED 305X75 -04,SUBWAY CALACATTA HONED 305X75x10mm 20PCS/BOX =0.46M2,SUBWAY,,0.0000,98.8000,M2
SUBWAY CALACATTA HONED 305X75 -05,SUBWAY CALACATTA HONED 305X75x10mm 20PCS/BOX =0.46M2,SUBWAY,,0.0000,0.0000,M2
SUBWAY CALACATTA HONED100X305,"SUBWAY CALACATTA HONED 100X305X10MM
32.786PCS/M2 15PCS/BOX=0.458M2",SUBWAY,,0.0000,2.8880,M2
SUBWAY CALACATTA HONED100X305 -01,SUBWAY CALACATTA HONED 100X305X10MM 32.786PCS/M2 15PCS/BOX=0.458M2,SUBWAY,,0.0000,77.8460,M2
SUBWAY CALACATTA HONED100X305 -02,SUBWAY CALACATTA HONED 100X305X10MM 32.786PCS/M2 15PCS/BOX=0.458M2,SUBWAY,,0.0000,115.3000,M2
SUBWAY CARRARA HONED 150X75,SUBWAY CARRARA HONED 150X75,SUBWAY,,0.0000,45.5700,M2
SUBWAY CARRARA HONED 150X75 -01,"SUBWAY CARRARA HONED 150X75X10MM
40Pcs/BOX 0.45M2/BOX",SUBWAY,,1.3800,1.5950,M2
SUBWAY CARRARA HONED 150X75 -02,SUBWAY CARRARA HONED 150X75X10MM 40Pcs/BOX 0.45M2/BOX,SUBWAY,,0.0000,64.8000,M2
SUBWAY CARRARA HONED 150X75 -03,SUBWAY CARRARA HONED 150X75X10MM 40Pcs/BOX 0.45M2/BOX,SUBWAY,,0.0000,31.9000,M2
SUBWAY CARRARA HONED 150X75 -04,SUBWAY CARRARA HONED 150X75X10MM 40PCS/BOX 0.45M2/BOX,SUBWAY,,0.0000,32.4000,M2
SUBWAY CARRARA HONED 150X75 -05,SUBWAY CARRARA HONED 150X75X10MM 40PCS/BOX 0.45M2/BOX,SUBWAY,,0.0000,64.8000,M2
